tf_id,plant_date,area,trees,date,FID,LSOA11CD,LSOA11NM,LSOA11NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID,lower_super_output_area_2011_name,rural_urban_classification_2011_code,rural_urban_classification_2011_10_fold,rural_urban_classification_2011_2_fold,lat,lon
221,25 February 2022,204,,2022-02-25,9451,E01009746,Dudley 022C,Dudley 022C,392235,287818,-2.11577,52.48823,911896.883430481,4175.1099802589,96371607-80b1-465a-8db6-db3f71112280,Dudley 022C,A1,Urban major conurbation ,Urban,52.484909,-2.124418
222,07 April 2022,201,,2022-04-07,9197,E01009476,Birmingham 055B,Birmingham 055B,411374,287269,-1.83393,52.48324,315564.463684082,2269.62537454074,295d7fea-0d04-4a05-a4aa-90093791e67b,Birmingham 055B,A1,Urban major conurbation ,Urban,52.483547,-1.834239
224,08 March 2022,200,,2022-03-08,10129,E01010435,Wolverhampton 006A,Wolverhampton 006A,391604,301406,-2.12541,52.61038,879228.224655151,4195.40034244636,46a43e79-a5f8-4f5d-98c5-d8c52fee8490,Wolverhampton 006A,A1,Urban major conurbation ,Urban,52.61622,-2.128933
225,11 March 2022,207,,2022-03-11,28944,E01029700,Stafford 011B,Stafford 011B,393625,322139,-2.09598,52.79679,1062437.15965271,4844.78188962391,c150e135-1477-4161-b3b6-2282c831ec3f,Stafford 011B,C1  ,Urban city and town  ,Urban,52.800133,-2.089367
226,28 February 2022,202,,2022-02-28,25183,E01025855,Hinckley and Bosworth 011C,Hinckley and Bosworth 011C,440983,293669,-1.39716,52.53936,295246.615539551,2675.57697084471,f0858c62-14f5-4d0a-83bf-7bb97f197e0f,Hinckley and Bosworth 011C,C1  ,Urban city and town  ,Urban,52.538881,-1.397622
227,02 March 2022,205,,2022-03-02,25189,E01025861,Hinckley and Bosworth 009C,Hinckley and Bosworth 009C,442465,295304,-1.3751,52.55394,567863.13974762,5546.16921777282,3e42e0b5-3415-4e02-9156-74e2ec4b2f93,Hinckley and Bosworth 009C,C1  ,Urban city and town  ,Urban,52.55507,-1.370149
228,04 March 2022,202,,2022-03-04,24953,E01025621,Blaby 010D,Blaby 010D,446910,295816,-1.30948,52.55818,10115448.4809952,22962.7639142794,a62378f5-d705-4845-9029-8ed13f04f8ee,Blaby 010D,C1  ,Urban city and town  ,Urban,52.550626,-1.336776
229,01 March 2022,205,,2022-03-01,25190,E01025862,Hinckley and Bosworth 009D,Hinckley and Bosworth 009D,444103,295076,-1.35098,52.55176,1670504.08200836,5049.05360657288,42de897e-ddb8-4887-97e4-bb472b729dd9,Hinckley and Bosworth 009D,C1  ,Urban city and town  ,Urban,52.551111,-1.362255
230,03 March 2022,205,,2022-03-03,25182,E01025854,Hinckley and Bosworth 011B,Hinckley and Bosworth 011B,441181,294232,-1.39417,52.5444,446043.964729309,2732.36256392441,adb04d87-172d-45d4-a7ed-0efa4527750a,Hinckley and Bosworth 011B,C1  ,Urban city and town  ,Urban,52.545247,-1.389992
232,30 March 2022,207,,2022-03-30,9487,E01009784,Dudley 009B,Dudley 009B,392615,290780,-2.11024,52.51487,313991.497459412,2324.50770642804,254e58e0-6a3b-4e92-99c4-32b1499d71e3,Dudley 009B,A1,Urban major conurbation ,Urban,52.514469,-2.112841
233,17 March 2022,210,,2022-03-17,31625,E01032435,Wyre Forest 004B,Wyre Forest 004B,383458,277045,-2.24449,52.39118,378272.344032288,3259.04943010893,279219c1-09f0-4c20-9b74-d5a6b3e57c62,Wyre Forest 004B,C1  ,Urban city and town  ,Urban,52.391847,-2.241009
234,07 April 2022,210,,2022-04-07,8989,E01009253,Birmingham 080D,Birmingham 080D,399950,284494,-2.00215,52.45841,492850.754905701,3411.73989057573,cb745a04-80ea-41b5-90ce-03f084bb484b,Birmingham 080D,A1,Urban major conurbation ,Urban,52.455751,-2.001718
235,07 April 2022,210,,2022-04-07,10246,E01010552,Wolverhampton 019D,Wolverhampton 019D,387370,297958,-2.18781,52.5793,622374.298088074,3437.26563794838,0b9ce95d-8024-4e98-afb0-1281fa40e73d,Wolverhampton 019D,A1,Urban major conurbation ,Urban,52.582645,-2.188287
236,28 March 2022,206,,2022-03-28,30392,E01031181,Rugby 004E,Rugby 004E,438528,273659,-1.43566,52.35965,9044509.78133392,14058.9294368497,bb26f6ad-a3af-4735-8532-4095c7dec8e9,Rugby 004E,D1 ,Rural town and fringe ,Rural,52.363456,-1.439056
237,21 March 2022,206,,2022-03-21,10118,E01010424,Wolverhampton 022D,Wolverhampton 022D,395060,297751,-2.07432,52.57756,378899.17754364,3288.16020523461,a583f5ce-8513-4a70-9457-7eda84f26edb,Wolverhampton 022D,A1,Urban major conurbation ,Urban,52.576195,-2.073685
238,31 March 2022,203,,2022-03-31,31323,E01032127,Bromsgrove 007A,Bromsgrove 007A,395761,273222,-2.06366,52.35705,956430.085006714,5705.31345386926,ff6c9bcf-e72d-42c9-97fd-4b2a4af2ad24,Bromsgrove 007A,C1  ,Urban city and town  ,Urban,52.360015,-2.06217
239,06 April 2022,208,,2022-04-06,8696,E01008936,Birmingham 111C,Birmingham 111C,408016,280821,-1.88353,52.42533,308943.707244873,2331.7965747568,cca98a43-d490-4741-8d22-682b8b61eb75,Birmingham 111C,A1,Urban major conurbation ,Urban,52.422284,-1.881578
242,30 March 2022,214,,2022-03-30,10144,E01010450,Wolverhampton 029B,Wolverhampton 029B,394204,296653,-2.08693,52.56768,581671.791793823,4033.98093176238,22901d74-c90f-45b7-a572-02b304f551ea,Wolverhampton 029B,A1,Urban major conurbation ,Urban,52.566945,-2.090502
243,19 March 2022,209,,2022-03-19,28898,E01029654,South Staffordshire 010A,South Staffordshire 010A,382061,299059,-2.26622,52.58904,17480648.2845688,21016.7501489366,c6978625-a187-4dfe-bbf3-0be93d7115e5,South Staffordshire 010A,D1 ,Rural town and fringe ,Rural,52.591738,-2.264747
245,01 April 2022,200,,2022-04-01,7293,E01007490,Doncaster 002D,Doncaster 002D,452792,413701,-1.20342,53.61722,15937484.7675476,26732.9312471223,50314837-3dab-499c-a69e-aed2687b5237,Doncaster 002D,E1,Rural village and dispersed,Rural,53.611046,-1.164036
246,14 March 2022,210,,2022-03-14,8668,E01008901,Birmingham 037C,Birmingham 037C,408084,289443,-1.88233,52.50284,873244.321739197,4347.4768556372,ed79c690-de32-43ca-a296-e921723726de,Birmingham 037C,A1,Urban major conurbation ,Urban,52.503316,-1.883135
247,16 March 2022,203,,2022-03-16,30283,E01031067,Nuneaton and Bedworth 014A,Nuneaton and Bedworth 014A,439305,286705,-1.42272,52.47688,516552.731498718,3919.46218505686,b1de8acd-1b1d-4af3-9fd6-c0a0a66dcad3,Nuneaton and Bedworth 014A,C1  ,Urban city and town  ,Urban,52.476982,-1.422557
248,18 March 2022,201,,2022-03-18,30471,E01031261,Warwick 013A,Warwick 013A,431656,264660,-1.53741,52.27919,372700.119812012,3480.62834577229,9746f02f-6d64-4424-978d-04339643e717,Warwick 013A,C1  ,Urban city and town  ,Urban,52.278016,-1.539299
249,15 March 2022,207,,2022-03-15,9086,E01009355,Birmingham 039E,Birmingham 039E,405338,289490,-1.92278,52.50329,276425.589866638,2195.96182747649,7391bd76-1d16-4620-a43b-187f47a2bf89,Birmingham 039E,A1,Urban major conurbation ,Urban,52.503211,-1.921354
250,31 March 2022,210,,2022-03-31,30468,E01031258,Warwick 001E,Warwick 001E,428901,271860,-1.57717,52.34407,298610.808380127,2761.56337818617,cf746828-6075-4017-a1d2-fcb3fff3172b,Warwick 001E,C1  ,Urban city and town  ,Urban,52.346297,-1.575018
252,14 April 2022,206,,2022-04-14,32050,E01032886,Solihull 029G,Solihull 029G,410832,275724,-1.84228,52.37946,5878740.62191772,18673.5383125842,4eedda54-b88f-488e-82b0-77bbfba82ad1,Solihull 029G,D1 ,Rural town and fringe ,Rural,52.393919,-1.82891
253,25 March 2022,208,,2022-03-25,13216,E01013623,Leicester 004E,Leicester 004E,456454,306678,-1.16687,52.65491,1064698.80404663,4969.51679968493,e3a32a55-da25-40d4-9a0f-dfb13184ffa6,Leicester 004E,C1  ,Urban city and town  ,Urban,52.661626,-1.167585
254,31 March 2022,200,,2022-03-31,32031,E01032863,Leicester 009F,Leicester 009F,463151,307406,-1.06774,52.66072,504151.447387695,3003.20137642643,15d1fb61-0fce-4a24-b9ac-4131774e2efb,Leicester 009F,C1  ,Urban city and town  ,Urban,52.6610553628471,-1.0690354564073
255,23 March 2022,213,,2022-03-23,13289,E01013698,Leicester 037B,Leicester 037B,463938,305859,-1.05641,52.64672,357737.688079834,2313.55039709655,248db0f4-4d79-48eb-93ed-e09182f346b8,Leicester 037B,C1  ,Urban city and town  ,Urban,52.647034,-1.053824
256,24 March 2022,206,,2022-03-24,13263,E01013672,Leicester 025E,Leicester 025E,463129,303919,-1.06873,52.62938,683558.635040283,3365.36691601375,9312f148-02da-4dde-93f7-20a8434880de,Leicester 025E,C1  ,Urban city and town  ,Urban,52.628473,-1.073571
257,24 March 2022,206,,2022-03-24,13314,E01013726,Leicester 012D,Leicester 012D,455827,305354,-1.17636,52.64308,654421.384429932,3364.46923787315,c9439994-f015-4f3e-b275-6fea7e0e2c86,Leicester 012D,C1  ,Urban city and town  ,Urban,52.642539,-1.173677
258,08 April 2022,206,,2022-04-08,13229,E01013636,Leicester 029B,Leicester 029B,457019,302035,-1.15932,52.61312,445031.540023804,2632.83065342716,6362fc49-6127-4aef-a94f-1165c4d34200,Leicester 029B,C1  ,Urban city and town  ,Urban,52.6111,-1.16135
259,09 April 2022,214,,2022-04-09,32313,E01033171,Derby 024E,Derby 024E,437770,334506,-1.43986,52.90668,1274386.09587097,6755.60159551064,6b1dcecb-9943-4bf9-9ab2-c7a122350467,Derby 024E,C1  ,Urban city and town  ,Urban,52.9084697960256,-1.44929677652072
260,09 April 2022,205,,2022-04-09,13110,E01013517,Derby 030B,Derby 030B,436810,331825,-1.45443,52.88265,519891.535263062,3886.79114825425,ec38b374-3907-458a-aed9-4884dbb69d83,Derby 030B,C1  ,Urban city and town  ,Urban,52.8815392834617,-1.45708103453227
261,05 April 2022,206,,2022-04-05,13228,E01013635,Leicester 029A,Leicester 029A,457233,302307,-1.15611,52.61554,325002.235397339,3020.75981185168,655e0c23-4ed6-498d-a3b1-d3b1703e9a58,Leicester 029A,C1  ,Urban city and town  ,Urban,52.618517,-1.155923
263,01 April 2022,197,,2022-04-01,9027,E01009294,Birmingham 099C,Birmingham 099C,403171,282028,-1.95477,52.43623,820757.401931763,4452.54372873843,1c23f5ac-4cb9-488e-ba2c-d79a3ce1d714,Birmingham 099C,A1,Urban major conurbation ,Urban,52.432099,-1.952364
264,19 April 2022,208,,2022-04-19,13286,E01013695,Leicester 037A,Leicester 037A,464084,306457,-1.05413,52.65208,443412.171569824,2769.78847786519,e9729cf6-b52b-4973-b5dc-7bc03721eafd,Leicester 037A,C1  ,Urban city and town  ,Urban,52.653263,-1.053784
265,11 April 2022,206,,2022-04-11,28758,E01029512,Lichfield 007C,Lichfield 007C,410235,309081,-1.85004,52.67935,2205352.97381592,6586.23741209455,0a9f79a6-0a36-4325-833a-969a30368583,Lichfield 007C,C1  ,Urban city and town  ,Urban,52.682113,-1.841198
287,08 April 2022,206,,2022-04-08,13216,E01013623,Leicester 004E,Leicester 004E,456454,306678,-1.16687,52.65491,1064698.80404663,4969.51679968493,e3a32a55-da25-40d4-9a0f-dfb13184ffa6,Leicester 004E,C1  ,Urban city and town  ,Urban,52.654316,-1.161236
288,14 April 2022,201,,2022-04-14,26333,E01027030,Daventry 001C,Daventry 001C,461305,277446,-1.10054,52.39163,50743994.7609787,41373.5564096252,3f9bbc61-efae-4177-9ec8-ffb23c713bd7,Daventry 001C,E1,Rural village and dispersed,Rural,52.416847,-1.12487
289,12 April 2022,200,,2022-04-12,30244,E01031028,North Warwickshire 007D,North Warwickshire 007D,424191,287046,-1.64522,52.48082,49155049.4418411,40038.0548031865,3d77f951-1ba6-4ef8-a514-131c5ceb1cfa,North Warwickshire 007D,E1,Rural village and dispersed,Rural,52.516688,-1.663106
290,28 March 2022,200,,2022-03-28,22071,E01022678,Eastleigh 006C,Eastleigh 006C,444047,118387,-1.37415,50.96322,281363.640079498,2726.07394339938,21bfcc11-5c6e-4936-90c1-30ee2d6d6140,Eastleigh 006C,C1  ,Urban city and town  ,Urban,50.964583,-1.371917
292,08 March 2022,200,,2022-03-08,11485,E01011837,Wakefield 015B,Wakefield 015B,445674,421814,-1.30982,53.6908,623983.487960815,3839.86594802347,e25cde31-b0ff-4d1d-955a-9c23fb5d770e,Wakefield 015B,C1  ,Urban city and town  ,Urban,53.686272,-1.302669
300,01 April 2022,100,,2022-04-01,33890,W01001081,The Vale of Glamorgan 007A,Bro Morgannwg 007A,312382,169490,-3.26139,51.41762,381402.654766083,2706.41387762658,9bc02207-b1a2-4097-9cbf-c50e40882e44,The Vale of Glamorgan 007A,C1  ,Urban city and town  ,Urban,51.419941,-3.257983
301,15 February 2021,100,,2021-02-15,33835,W01001025,Bridgend 003D,Pen-y-bont ar Ogwr 003D,294443,192328,-3.52612,51.61985,4646500.04987717,12262.8384908318,abb36030-6be2-4427-a655-49369802e6be,Bridgend 003D,D1 ,Rural town and fringe ,Rural,51.619003,-3.536827
303,09 March 2021,100,,2021-03-09,32990,W01000151,Conwy 005C,Conwy 005C,298520,379379,-3.52423,53.30162,1000205.30775452,5286.17031590117,5fb70aab-bec3-4b3d-82ba-6dd1f063a229,Conwy 005C,C1  ,Urban city and town  ,Urban,53.302289,-3.517093
304,08 February 2022,100,,2022-02-08,32878,W01000034,Isle of Anglesey 004B,Ynys Môn 004B,223039,383458,-4.6581,53.3184,2196091.9506073,11196.4591868668,3068e9f6-10f2-4078-84ad-9158a954b23e,Isle of Anglesey 004B,C2 ,Urban city and town in a sparse setting ,Urban,53.3125,-4.6425
305,28 February 2022,100,,2022-02-28,32933,W01000093,Gwynedd 006B,Gwynedd 006B,249069,363977,-4.25846,53.1515,2721964.00604248,9321.28998076213,064eea26-06cd-40e0-b081-e7a4873d6347,Gwynedd 006B,D1 ,Rural town and fringe ,Rural,53.15,-4.259167
313,27 October 2022,200,,2022-10-27,2053,E01002102,Haringey 007C,Haringey 007C,531284,191251,-0.10564,51.6048,374672.463600159,3204.15816182478,a4efa73e-dee3-411f-aa9c-82fedf70e8a8,Haringey 007C,A1,Urban major conurbation ,Urban,51.603463,-0.104395
315,16 December 2022,200,,2022-12-16,1417,E01001437,Enfield 014A,Enfield 014A,536544,197205,-0.02741,51.65705,2767737.34237671,8166.84549200842,673f9b19-c812-4523-ac1f-ffeb410575cd,Enfield 014A,A1,Urban major conurbation ,Urban,51.651119,-0.034409
316,22 November 2022,205,,2022-11-22,3205,E01003275,Lewisham 014C,Lewisham 014C,537270,174509,-0.02577,51.45293,208719.315048218,2006.59955323694,45c1d789-8e63-4c7d-b186-a90e00f32153,Lewisham 014C,A1,Urban major conurbation ,Urban,51.451466,-0.025275
319,01 March 2023,200,,2023-03-01,33643,W01000831,Swansea 013D,Abertawe 013D,263146,196305,-3.97949,51.64884,345871.960063934,3141.65881110154,9b500947-4baf-427f-94fd-14e161dc54fc,Swansea 013D,C1  ,Urban city and town  ,Urban,51.649139,-3.973721
320,21 March 2023,200,,2023-03-21,22835,E01023460,East Hertfordshire 008E,East Hertfordshire 008E,549003,219178,0.161975,51.85132,1550087.64121246,7909.28509691325,8a7957ee-b55e-4d79-88a8-70b3d3b95045,East Hertfordshire 008E,C1  ,Urban city and town  ,Urban,51.8516573640768,0.155275811345493
321,04 February 2023,200,,2023-02-04,18064,E01018600,Cheshire East 006A,Cheshire East 006A,385636,380014,-2.21707,53.31687,4461176.57485962,9238.25212622137,f5523f9a-514c-4d8f-b85e-5eb85b6a63c8,Cheshire East 006A,A1,Urban major conurbation ,Urban,53.318176,-2.228291
323,27 February 2023,197,,2023-02-27,17062,E01017573,Central Bedfordshire 024A,Central Bedfordshire 024A,493251,225048,-0.64558,51.91617,280604.82699585,2122.30354645767,e6ae05d9-dd89-415e-bbf0-9441b63264cd,Central Bedfordshire 024A,C1  ,Urban city and town  ,Urban,51.9141624,-0.6451367
324,08 February 2023,200,,2023-02-08,16913,E01017422,Central Bedfordshire 004B,Central Bedfordshire 004B,513694,246417,-0.34139,52.10442,8829347.99965668,19043.9160793122,07dc1d68-6c63-4791-83d4-22ad0d8e57bc,Central Bedfordshire 004B,E1,Rural village and dispersed,Rural,52.09693009,-0.29757559
326,17 December 2022,205,,2022-12-17,17114,E01017626,Central Bedfordshire 031D,Central Bedfordshire 031D,502396,220580,-0.51398,51.87441,429927.274940491,2978.233843616,e514d343-350a-4449-bffc-8f5b33fe60d0,Central Bedfordshire 031D,C1  ,Urban city and town  ,Urban,51.871505,-0.512358
327,23 March 2023,198,,2023-03-23,32336,E01033194,Central Bedfordshire 007G,Central Bedfordshire 007G,494456,240827,-0.62373,52.05779,25652544.3282547,33085.1834623633,9efca2d1-da9c-4d4c-bb77-a81dbc159f55,Central Bedfordshire 007G,E1,Rural village and dispersed,Rural,52.06658205,-0.63102201
329,31 January 2023,200,,2023-01-31,13268,E01013677,Leicester 036E,Leicester 036E,457368,298716,-1.15474,52.58325,263359.77936554,2550.8773193436,4205b2cd-851e-4fc3-9888-2270f7912bfb,Leicester 036E,C1  ,Urban city and town  ,Urban,52.5840935,-1.1487517
330,14 December 2022,200,,2022-12-14,13226,E01013633,Leicester 028A,Leicester 028A,456833,302876,-1.16192,52.6207,367410.781997681,2884.38601139399,cf9ba73f-aea2-4282-8ecd-bd9d110f8953,Leicester 028A,C1  ,Urban city and town  ,Urban,52.62079522620644,-1.16140114284363
333,25 January 2023,200,,2023-01-25,13318,E01013730,Leicester 039C,Leicester 039C,454553,304785,-1.19528,52.63809,155631.910430908,2439.46354027242,e7590733-93f2-4b89-802c-7cbdf5f04825,Leicester 039C,C1  ,Urban city and town  ,Urban,52.63856294402582,-1.1955064940858189
334,20 January 2023,200,,2023-01-20,13214,E01013621,Leicester 004C,Leicester 004C,457203,306965,-1.15575,52.65742,418747.688018799,3878.34435541818,af0156fd-0b51-4e2d-95fd-6a4dba2ef93f,Leicester 004C,C1  ,Urban city and town  ,Urban,52.6587077868186,-1.156425145855601
335,28 February 2023,200,,2023-02-28,13276,E01013685,Leicester 008D,Leicester 008D,457196,306176,-1.15599,52.65032,346002.733322144,2398.19692127581,ee33b001-c13e-42b6-87f1-231403399be5,Leicester 008D,C1  ,Urban city and town  ,Urban,52.65089023277611,-1.1541526205474433
336,19 January 2023,200,,2023-01-19,13193,E01013600,Leicester 003A,Leicester 003A,457758,308484,-1.14728,52.67101,515231.670730591,2781.25887258729,a76e3383-76ef-410c-a09f-a8e22fc42058,Leicester 003A,C1  ,Urban city and town  ,Urban,52.67023137001484,-1.144402036243716
337,09 March 2023,200,,2023-03-09,13216,E01013623,Leicester 004E,Leicester 004E,456454,306678,-1.16687,52.65491,1064698.80404663,4969.51679968493,e3a32a55-da25-40d4-9a0f-dfb13184ffa6,Leicester 004E,C1  ,Urban city and town  ,Urban,52.650134,-1.161924
338,07 February 2023,200,,2023-02-07,13314,E01013726,Leicester 012D,Leicester 012D,455827,305354,-1.17636,52.64308,654421.384429932,3364.46923787315,c9439994-f015-4f3e-b275-6fea7e0e2c86,Leicester 012D,C1  ,Urban city and town  ,Urban,52.64003879110286,-1.172899119318505
339,21 March 2023,200,,2023-03-21,13244,E01013653,Leicester 011C,Leicester 011C,461577,305677,-1.09133,52.64536,350505.428482056,2842.44331406878,9b200de7-3217-4db1-ac94-f39d71ddc32b,Leicester 011C,C1  ,Urban city and town  ,Urban,52.64532697,-1.09688841
342,19 April 2023,204,,2023-04-19,7358,E01007555,Doncaster 006B,Doncaster 006B,465539,409102,-1.01172,53.57445,458668.422393799,2882.63004655195,42d59229-21e1-49fa-a87f-284e4ed499cc,Doncaster 006B,C1  ,Urban city and town  ,Urban,53.5756429,-1.0132841
352,09 February 2023,199,,2023-02-09,17369,E01017888,Wycombe 002D,Wycombe 002D,483187,201623,-0.79748,51.70719,20254450.3698959,28124.4632531161,f0caf80e-ee39-43fa-a0c1-22eced4d31ae,Wycombe 002D,E1,Rural village and dispersed,Rural,51.71868057295182,-0.8222809859244967
353,17 March 2023,180,,2023-03-17,17135,E01017648,Aylesbury Vale 001A,Aylesbury Vale 001A,471439,233855,-0.96082,51.99856,3092318.25093842,11338.2090235588,3c55c055-bea3-42cf-9092-50451bf0d056,Aylesbury Vale 001A,C1  ,Urban city and town  ,Urban,51.9949907,-0.9732151
355,14 February 2023,200,,2023-02-14,13259,E01013668,Leicester 019F,Leicester 019F,462168,303442,-1.08302,52.6252,863737.669219971,4628.93429964265,44c341c9-c154-475d-894b-92536c178edc,Leicester 019F,C1  ,Urban city and town  ,Urban,52.62391846728461,-1.084136153397733
364,14 March 2023,200,,2023-03-14,11974,E01012362,Darlington 007A,Darlington 007A,428604,515706,-1.55946,54.53583,145610.993011475,1496.31594184642,bffd3651-0f53-4cd7-8af7-977534e844bf,Darlington 007A,C1  ,Urban city and town  ,Urban,54.534438,-1.556809
365,15 March 2023,200,,2023-03-15,8111,E01008325,Newcastle upon Tyne 015B,Newcastle upon Tyne 015B,419395,566456,-1.69841,54.99232,472177.550003052,2991.64737152983,70c42993-664a-4737-9d24-97bdefaedbf7,Newcastle upon Tyne 015B,A1,Urban major conurbation ,Urban,54.991392,-1.701828
